LotFrontage;LotArea;YearBuilt;YearRemodAdd;BedroomAbvGr;TotRmsAbvGrd;GarageCars;Price
57;9184;1948;2005;3;6;2;180655,10
80;4800;1910;2003;2;6;1;152121,99
60;4800;1940;1950;2;4;1;159856,23
60;6000;1915;2005;4;7;1;186559,85
63;11426;1910;1996;3;9;0;183962,55
63;7628;1940;1985;2;8;2;162107,17
81;7308;1920;1950;2;6;1;162582,29
60;5400;1920;2006;2;5;0;154407,70
60;10800;1940;1950;3;8;2;181625,67
60;6756;1910;1950;2;5;1;164810,61
44;5914;1890;1996;3;5;0;176429,40
75;9000;1946;1950;3;5;3;179188,09
62;7311;1946;1950;1;3;1;145997,64
103;12205;1949;1992;5;6;0;218676,77
69;9142;1900;2006;4;10;2;188323,86
53;5350;1920;1965;3;7;1;168690,07
69;9143;1900;2003;2;5;1;165088,75
60;9600;1920;1960;4;10;2;191435,01
60;6000;1905;2005;3;7;0;168864,40
60;11340;1920;1950;2;5;2;176041,88
60;10800;1890;1999;5;10;2;215911,67
65;9750;1959;1959;2;5;1;167388,24
52;8516;1958;2006;2;5;1;163854,79
55;7111;1928;1983;2;5;1;163299,48
NA;7425;1945;1950;3;8;1;178298,21
NA;7010;1935;1950;3;6;1;176376,59
50;5000;1941;2006;3;6;1;170211,04
59;5870;1900;2000;3;6;1;170818,34
50;6000;1940;1989;3;6;1;174388,87
50;6000;1924;2003;2;5;2;161112,99
50;6000;1937;2000;3;5;1;172179,08
50;6000;1939;1950;2;7;1;157798,31
50;5000;1926;1950;3;6;1;169106,15
60;5520;1920;1997;3;6;1;170129,53
99;5940;1946;1950;2;4;1;157680,23
52;6240;1929;1950;2;6;1;162690,21
NA;6120;1945;1995;1;6;1;146968,38
52;6240;1939;1950;4;7;2;181507,72
51;6120;1923;1950;4;7;2;191215,59
60;9144;1915;2004;4;8;2;189432,69
57;8094;1910;1983;5;8;1;207271,48
63;4347;1910;1950;3;7;1;170030,81
NA;6291;1930;1950;1;4;2;148409,81
60;10266;1952;1952;4;7;1;193850,61
60;6876;1938;1958;4;9;2;193808,32
NA;10320;1915;1978;2;6;2;166300,24
60;7200;1925;1992;2;5;2;163474,63
62;7006;1925;1950;3;6;1;177473,61
60;10320;1912;1991;1;5;2;157443,93
60;10320;1915;1950;3;8;0;180681,01
82;9488;1947;1993;3;6;1;183463,17
NA;11235;1963;1963;3;6;2;182481,76
80;13014;1978;1978;3;6;2;193717,15
68;10265;1967;2005;3;6;1;182782,55
NA;7703;1978;1978;3;6;2;175530,65
NA;9981;1967;1967;3;6;1;177804,06
NA;7400;1984;1984;2;5;2;159448,67
60;12900;1920;1950;3;6;2;181338,98
94;9239;1963;2003;3;6;1;178553,56
88;14175;1956;1956;1;4;2;162820,93
NA;10532;1960;1960;3;7;2;188832,48
63;8375;1941;1973;2;6;3;164682,19
NA;10200;1970;1970;3;5;3;181549,74
82;20270;1979;1979;3;7;2;199158,10
50;5190;1948;1950;2;5;1;152889,52
85;19550;1940;2007;2;5;0;181150,55
68;9571;1956;1956;3;6;1;181416,73
50;9350;1975;1975;2;4;0;164391,24
50;9360;1962;2001;3;7;1;185421,05
NA;9771;1995;2002;4;9;2;193981,33
80;9938;1994;1994;3;7;2;178824,32
NA;14171;1993;1994;4;9;2;209270,05
85;10541;1996;1996;3;8;2;177801,27
65;10616;2007;2007;3;6;2;179053,76
65;9345;2007;2007;3;7;3;178762,17
91;11778;2008;2008;3;7;3;184655,30
91;11778;2008;2008;3;8;3;191284,66
NA;11454;1995;1995;3;6;3;179598,09
NA;11500;1966;1966;2;6;2;167517,63
65;9750;1994;1994;3;5;2;182873,90
NA;8696;1997;1998;3;5;2;177484,91
NA;13142;1997;1997;3;6;2;188444,60
68;8998;2000;2000;3;6;2;179184,15
75;12192;2000;2001;3;6;2;184365,18
NA;12250;1978;1978;3;5;2;184479,32
NA;9216;1975;1975;3;5;2;182927,86
40;14330;1975;2001;2;5;2;178611,64
NA;10400;2001;2001;3;8;2;181943,34
NA;9720;2001;2002;3;7;3;175080,61
NA;14860;2002;2003;3;6;3;190720,79
41;10905;2003;2003;4;9;2;198422,87
96;11690;1999;2000;3;7;2;184482,11
NA;4426;2004;2004;1;3;2;139214,95
83;10126;1997;1998;2;8;3;169233,11
75;9750;2004;2004;3;6;2;180664,12
85;11058;2007;2007;3;6;3;178818,74
74;9627;2007;2007;3;6;2;180422,05
75;9825;1966;1966;3;6;1;178601,94
64;12102;1976;1976;3;6;2;183083,16
65;6500;1976;1976;3;6;2;173163,10
NA;9638;1977;1977;3;6;2;185968,16
72;7200;1976;2001;3;6;2;171226,05
123;47007;1959;1996;5;11;2;281643,98
65;6012;1955;1955;2;6;0;160031,71
74;6845;1955;1955;2;6;0;162775,98
56;6931;1955;1955;2;4;0;160735,45
60;12180;1938;2007;2;5;0;166646,11
57;8050;1947;1993;4;8;0;188384,55
68;9520;1953;1953;2;5;1;165830,70
62;7692;1954;1954;3;6;1;182138,36
67;5142;1923;2008;3;6;1;171595,40
60;7290;1921;1950;2;7;1;160337,08
64;7804;1930;1950;4;10;2;191215,09
66;8969;1926;1950;2;6;1;166956,09
63;15564;1914;1995;3;6;2;186581,83
54;7609;1925;1997;3;7;1;176450,55
NA;9650;1923;1950;4;7;2;193743,19
NA;11700;1937;1995;4;7;1;198882,57
NA;9260;1938;1950;3;6;1;176385,10
79;7801;1951;1951;2;5;1;162447,64
100;9670;1935;1950;4;9;2;193782,56
70;12392;1950;2000;3;8;2;183653,89
56;26073;1956;1956;3;7;2;210578,62
24;1879;1980;1980;2;5;2;158527,16
50;7000;1926;1998;2;5;1;163081,03
60;6000;1940;2006;3;5;1;174388,87
58;8155;1930;1950;4;7;0;191905,87
75;6000;1967;1967;3;7;1;174388,87
60;7392;1930;1995;2;5;1;161642,71
75;9000;1958;1958;4;7;1;186939,51
80;14584;1952;1952;2;4;2;172482,17
60;5280;1895;1950;2;6;1;159696,00
52;5150;1910;2000;2;5;1;157230,37
60;9000;1920;1950;3;5;1;179188,09
44;3843;2007;2008;2;5;2;157972,82
44;3811;2004;2005;2;5;2;156804,95
NA;23730;1996;1997;3;7;3;211491,97
NA;11050;1996;1997;3;8;3;186537,25
76;10260;1976;1976;4;8;2;200468,16
74;9990;1991;1991;3;6;2;182241,34
42;4084;1986;1986;2;6;2;157342,23
74;11563;2006;2007;3;8;3;182022,39
107;12852;2007;2007;3;6;2;181244,51
73;9802;2006;2007;3;6;2;178556,67
81;12018;2008;2008;3;6;3;189547,20
75;12890;1989;1989;3;8;2;187948,65
93;18265;1986;1986;3;6;2;194107,29
82;11202;2003;2003;3;7;2;183521,71
NA;7915;1999;2000;3;6;2;183682,12
79;11449;2007;2007;3;7;2;178483,35
85;11447;2005;2006;3;7;3;184003,88
97;8940;1997;1998;2;8;4;171318,59
77;9278;2007;2008;2;5;0;162039,75
32;4500;1997;1997;2;4;2;154846,25
150;14137;1964;1964;3;6;3;194822,37
NA;4224;1975;1975;3;6;2;169788,74
41;2665;1976;1976;4;6;1;178891,55
21;1974;1973;2006;2;5;1;152084,77
21;1596;1973;1973;1;4;1;139169,87
NA;17979;1968;1968;3;6;1;192439,54
21;1477;1970;2007;3;6;0;161067,86
59;6490;1983;1983;2;4;1;158762,65
60;6600;1982;2005;3;6;1;175569,69
74;12395;1984;1984;3;6;2;183659,80
NA;56600;1900;1950;4;7;1;280618,13
85;10667;1971;1971;3;7;2;180051,81
56;8872;1997;1997;3;7;2;176519,18
NA;10147;1994;1994;3;7;2;179028,43
NA;8637;1999;2000;3;7;2;177161,58
63;7875;1996;1996;3;6;2;180081,51
60;7500;1999;2003;5;7;2;205895,25
NA;9556;1992;1993;3;6;2;183389,78
NA;7655;1993;1994;3;7;2;178543,65
160;18160;1964;1964;3;6;2;194798,32
38;4740;1988;1988;2;5;2;162845,61
35;5118;1990;1990;1;4;2;148103,87
98;12328;2005;2005;4;10;3;201016,17
52;51974;2006;2007;4;8;3;277936,13
195;41600;1969;1990;3;7;3;249768,28
61;8035;2006;2006;2;6;2;161596,05
85;14082;2006;2006;1;7;2;158011,11
81;13870;2006;2007;3;8;3;194089,68
NA;10960;1984;1984;3;5;2;181733,34
78;12090;1981;2003;3;6;2;182852,33
93;12299;1978;1985;3;7;2;189893,00
61;11339;1979;1979;4;9;2;194650,21
79;11850;1984;1984;3;6;2;187904,46
80;10400;1979;1999;2;5;2;171774,93
128;13001;1971;1971;2;6;2;177998,69
64;8991;1976;1976;3;5;2;175648,48
80;8000;1974;1974;4;8;2;196918,07
63;9457;1970;1990;3;7;2;184299,84
66;7920;1970;2002;3;5;1;182379,86
NA;17199;1961;1961;2;4;1;184050,73
33;4113;2001;2001;2;5;2;158296,98
26;10943;1997;1998;2;5;2;175053,36
21;2205;1973;1973;3;6;1;162293,38
21;2058;1973;1973;4;7;1;186328,88
24;2304;1978;1978;2;4;1;151422,12
65;7150;1966;1966;3;5;1;181969,36
96;12469;2006;2007;3;7;3;189122,68
91;11825;2006;2007;3;7;3;185645,48
110;14333;2007;2007;2;7;3;182829,90
107;13641;2007;2007;3;8;3;195848,79
110;13440;2006;2007;4;11;3;198785,06
105;15431;2005;2006;2;7;3;181676,13
107;13891;2007;2007;3;8;3;194131,01
118;13654;2005;2006;4;9;3;201416,00
59;17169;2007;2007;2;7;3;185096,58
134;16659;2007;2008;3;7;2;195158,97
82;9709;2007;2007;3;8;3;184795,78
94;13615;2006;2006;3;7;3;189168,26
99;13069;2004;2004;5;11;3;216855,26
110;14277;2003;2003;3;7;3;184946,64
NA;12568;2007;2007;3;8;3;189317,51
70;9926;2005;2006;3;7;3;180803,28
71;9254;2005;2005;3;7;2;175061,19
92;10732;2006;2007;3;7;3;179074,84
34;3901;2005;2006;1;5;2;145708,76
34;3903;2005;2006;1;5;2;142398,02
41;6289;2005;2006;2;6;2;161474,53
34;4590;2006;2006;2;6;2;157025,95
48;7841;2005;2005;2;6;2;163424,04
48;6240;2006;2006;2;6;2;164692,78
48;3242;2003;2003;2;6;2;152163,24
59;15810;2007;2007;3;7;2;192383,22
65;10237;2005;2006;3;6;2;182520,23
58;13204;2006;2007;3;6;2;187254,51
62;8857;2006;2006;3;7;2;176489,66
63;9729;2006;2007;3;6;3;181520,47
88;12216;2005;2005;3;6;2;186414,98
72;8229;2007;2007;3;6;2;185197,76
64;7713;2007;2007;3;7;2;178657,79
64;7697;2007;2007;3;6;2;179731,20
NA;3621;2003;2003;2;7;3;161748,27
53;3710;2007;2007;2;6;2;158608,75
65;16219;2004;2005;2;5;2;178807,37
87;11084;2004;2004;3;8;2;184187,16
59;10936;2006;2006;3;6;2;181686,10
NA;11950;2003;2003;3;7;2;190311,05
63;7875;2003;2003;4;8;2;192252,50
NA;8740;2002;2002;4;8;2;193954,85
58;9487;2000;2000;3;7;2;181044,20
59;9649;1999;2000;3;7;2;180258,13
100;12191;1997;1998;4;8;3;199641,66
89;10557;1998;1998;4;9;3;197530,78
74;11002;1998;1999;4;9;3;191777,20
83;10790;1998;1998;4;8;3;195779,54
88;11762;1992;1993;4;9;2;202112,05
82;9044;1996;1997;4;8;3;192343,35
75;9910;2007;2007;3;5;2;185191,36
91;11830;2007;2007;3;6;3;186760,21
76;10612;2006;2006;3;7;2;177733,78
98;12291;2007;2007;1;6;3;164430,39
85;9965;2007;2007;3;6;2;185299,60
74;8847;2005;2005;3;7;2;186414,01
70;8251;2005;2006;3;7;2;176401,92
70;9605;2006;2006;3;7;3;182381,32
75;8778;2006;2006;3;7;3;176334,18
72;8640;2007;2007;3;6;2;184901,74
75;9000;2006;2007;3;6;2;180085,77
72;8640;2007;2007;3;8;2;184901,74
81;10411;2007;2007;3;8;2;183967,56
112;12217;2007;2007;3;8;3;193046,30
84;10440;2007;2007;2;6;2;168538,97
100;11824;2006;2006;2;5;3;170157,84
85;10625;2004;2004;4;9;3;196559,71
63;7500;2006;2007;3;6;0;177133,71
63;7500;2006;2006;3;5;0;181553,28
60;12450;2003;2004;3;6;2;185770,61
65;7441;2006;2006;3;7;2;177017,60
NA;11613;1993;1997;3;7;2;184123,36
50;8012;1980;1980;2;5;1;165970,36
64;6285;1977;1977;2;5;1;158151,99
84;7476;1968;1968;3;5;2;177086,48
NA;19522;1990;1990;3;7;2;196373,90
44;10751;1974;1974;2;5;2;172465,71
43;12712;1973;2006;2;5;2;168590,78
45;4379;2004;2004;2;6;2;158820,47
80;3523;2006;2007;2;5;2;151611,37
32;3784;2006;2007;2;5;2;152125,03
40;3606;2006;2007;2;5;2;158404,07
30;5330;2006;2007;2;5;2;160692,08
24;2280;1999;1999;3;6;2;170175,23
24;2117;2000;2000;3;4;2;169854,44
73;7321;1999;2000;3;5;2;183410,79
NA;8010;2003;2004;3;8;2;180347,19
106;8413;1998;1998;3;8;2;178930,53
50;9466;1994;1995;1;5;2;153346,22
80;12000;1980;1980;3;8;2;182675,20
94;17778;1981;1981;2;7;2;180770,65
78;11700;1968;1968;3;7;2;188714,15
80;8000;1970;1970;4;8;2;191393,61
NA;8723;1969;1969;3;6;2;174016,16
130;11700;1968;1968;3;6;2;183189,69
108;11358;1972;1987;3;8;2;183621,51
80;9547;1993;1993;2;6;2;168991,30
78;10530;1993;1993;3;8;2;185306,65
88;10738;1966;1966;3;6;2;189030,68
80;10800;1963;1963;3;6;1;179208,67
70;8050;1967;1993;3;5;1;174901,45
NA;10899;1964;1964;2;8;3;168337,41
74;7450;1956;1956;2;6;2;158234,96
NA;14357;1961;1961;2;6;2;179562,45
76;8243;1961;1961;3;5;2;174176,39
70;8680;1960;1960;3;5;1;173931,53
80;8800;1966;1966;3;6;2;184111,73
80;9200;1965;1965;3;5;2;179374,48
80;8800;1964;1997;5;8;2;207348,81
NA;11382;1964;1964;3;7;1;186983,42
NA;22002;1959;1991;3;6;2;206779,09
85;12172;1940;1996;2;4;2;177472,07
50;5000;1946;1950;2;4;0;156727,95
51;3500;1945;1950;2;4;0;157090,57
50;5175;1958;2000;2;5;1;160387,03
80;9600;1955;1955;2;6;1;172410,28
63;8668;1968;1968;4;8;3;191603,37
NA;10050;1966;1966;3;6;2;182152,21
100;9600;1961;1961;3;6;2;180161,70
73;8760;1957;1999;2;4;1;169652,24
65;6860;1956;1956;3;6;1;182503,52
60;8250;1963;1963;3;6;2;179714,63
70;9100;1960;1960;3;6;1;180282,57
80;9736;1957;1969;4;8;2;192600,34
72;9770;1957;1957;2;5;1;166115,49
70;12198;1955;1975;3;7;1;186379,55
75;10050;1955;1955;3;5;1;184361,99
60;11556;1953;2006;3;6;1;186220,97
70;8078;1958;1958;4;8;2;198176,47
60;10950;1952;1952;2;5;2;168437,78
68;7942;1953;1953;3;6;1;178003,58
71;8540;1956;2003;3;5;1;179180,47
55;7150;1955;1955;4;7;1;191930,56
70;8400;1955;1955;3;5;1;175590,27
75;9532;1953;1953;3;6;1;176713,19
NA;15783;1952;1952;2;6;1;180159,09
60;14190;1890;2006;3;7;0;188090,10
NA;12099;1953;2004;3;7;1;186184,72
113;21281;1935;2007;4;9;3;223055,59
60;10284;1925;1993;1;6;2;158270,75
60;10800;1895;1999;3;6;0;184733,13
93;10090;1963;1999;4;6;1;199926,38
75;8700;1961;1961;3;5;1;175075,79
66;8300;1968;1968;3;5;1;180917,93
60;7200;1950;1950;3;6;1;182067,76
NA;7500;1959;2003;3;6;1;178238,60
70;7315;1958;1958;3;6;1;173454,94
70;7903;1960;1960;3;6;1;176821,94
80;8000;1960;1960;3;6;1;183642,19
70;7000;1961;1961;3;7;1;177254,58
60;6600;1962;1962;2;5;1;168715,95
66;6760;1962;1962;3;6;1;180096,93
60;6978;1926;1980;2;5;2;160620,73
50;6000;1927;1950;3;6;2;175286,54
56;4480;1922;1950;2;4;1;153494,78
56;3153;1920;1990;2;5;1;156407,66
60;7200;1940;1950;2;5;2;162162,53
120;9000;1900;2006;2;6;2;166809,89
50;5925;1900;1950;3;6;1;172929,16
57;9639;1900;1950;4;7;2;193514,33
NA;10337;1910;1999;3;7;2;181612,14
53;9863;1927;1950;4;9;1;191745,39
35;4571;1910;1950;3;6;2;171369,33
56;8398;1910;1990;3;6;2;184425,47
60;3600;1930;2005;3;6;1;170563,25
75;13500;1879;1987;3;8;2;184522,37
52;8626;1956;1956;2;5;1;164968,95
76;11800;1949;2002;1;6;1;157939,62
55;6854;1925;1994;1;6;1;151520,38
55;8674;1950;1950;3;6;1;176129,51
50;6125;1939;1998;3;6;1;171112,98
50;6000;1939;1950;3;6;1;169762,08
51;6120;1939;1950;2;5;1;162246,83
NA;6240;1938;1950;3;6;2;171339,30
52;6240;1939;1952;4;7;1;189034,75
52;6240;1930;1992;3;6;1;175758,87
51;6120;1926;1950;2;6;2;163351,72
47;7755;1918;1995;4;8;1;189806,55
60;8850;1920;1950;3;7;2;175370,99
60;8550;1926;1950;4;7;2;196895,60
NA;5700;1929;1990;3;6;2;176905,92
40;5680;1901;1950;3;7;1;176866,56
40;5680;1901;1950;2;6;1;163590,68
120;13200;1963;1963;5;9;2;212693,50
60;9780;1950;2005;4;8;1;192686,93
60;10320;1915;1950;3;7;2;181578,68
52;4330;1958;1958;3;5;2;166475,46
60;10320;1910;1950;3;6;1;185998,26
107;12888;1937;1980;3;7;2;185527,71
59;4484;1942;1979;2;4;1;159027,12
75;11235;1963;1963;3;6;1;181169,65
75;11235;1964;1980;2;6;2;176732,92
62;14299;1964;1964;3;5;2;191619,29
65;14149;1964;2001;3;5;2;189114,30
NA;11677;1966;1966;3;6;1;180934,64
70;8425;1971;1990;2;6;2;164573,37
86;8665;1968;1968;3;5;1;173902,01
NA;8398;1967;1967;2;5;2;165625,13
NA;8169;1966;1966;3;6;1;179555,22
81;14175;1956;1998;3;6;1;196899,72
99;16779;1920;1996;4;11;2;207566,12
70;6960;1940;1998;2;6;1;163899,98
91;11375;1954;1995;3;6;2;189179,43
85;13770;1958;1998;3;6;1;193892,88
NA;9000;1945;1950;3;5;2;178980,87
NA;11075;1984;1984;3;7;2;179749,88
NA;17541;1948;2005;3;6;2;197999,67
NA;22692;1953;1953;3;6;2;203717,47
84;17808;1946;1950;2;4;1;185249,26
102;12671;1954;1994;4;6;2;201691,21
70;10512;1954;1954;3;6;1;181956,55
60;5400;1958;1958;3;6;1;171895,94
NA;11515;1958;1994;3;5;1;187245,17
39;3869;1984;1984;2;5;1;157816,77
58;9280;1951;1951;4;7;1;191702,91
60;11100;1951;1994;4;7;1;198599,42
50;7550;1920;1950;4;7;1;187193,31
104;23920;1984;1984;4;7;2;220514,99
75;9317;1994;2001;3;7;2;181814,53
71;9178;2007;2007;3;7;3;183750,76
93;10481;2006;2007;3;8;3;183000,43
66;10235;2007;2007;3;7;3;185830,97
75;11750;2005;2006;3;7;3;185497,87
73;8760;2006;2006;3;7;2;179613,44
64;7242;2005;2006;2;6;2;164454,97
78;9316;2005;2006;3;7;2;185127,24
NA;8883;1988;1988;3;7;2;178750,61
155;20064;1976;1976;0;5;2;160927,61
NA;14217;1994;1994;3;6;2;192562,81
57;10021;1997;2006;3;6;2;180990,24
60;8428;1994;1994;3;5;1;180064,94
70;16561;1996;1996;3;6;1;196071,00
47;10820;1999;1999;3;7;2;180352,92
43;12352;1998;1999;3;7;2;183367,95
68;9543;2001;2001;3;7;2;176734,84
NA;8826;2000;2000;3;7;2;180848,22
97;11800;1974;1974;3;5;2;187806,06
59;8660;1976;1976;3;6;2;180521,53
72;9720;1977;1977;3;6;2;181502,75
45;8982;1977;1977;3;5;2;174525,88
39;16300;1977;1977;3;5;1;188927,98
75;9675;1975;1975;3;5;2;184728,87
60;7200;1972;2000;3;5;2;179857,98
60;7200;1972;2006;3;5;2;180962,87
NA;11354;2000;2000;3;7;2;179194,07
70;8749;2003;2003;3;7;2;179591,79
65;8158;2002;2002;3;7;2;180638,46
73;11927;1994;1995;3;7;2;185846,22
NA;12728;2001;2001;4;7;2;195174,03
NA;15295;1996;2002;3;7;2;192474,57
73;17227;1999;2000;1;5;2;164200,60
70;8145;2007;2007;3;7;2;178403,09
65;8769;2005;2005;2;5;2;170774,84
64;8334;2006;2007;3;6;2;179879,95
64;8333;2006;2006;3;7;2;177668,19
64;9045;2005;2005;3;6;2;180174,33
75;9825;1967;1967;2;4;1;170643,30
67;8308;1963;1963;2;4;2;165448,00
74;16287;1925;1950;3;7;2;195531,75
80;8240;1960;1960;2;5;2;165314,18
65;6285;1976;1976;3;7;2;172532,76
NA;9555;1979;1979;5;11;2;203310,22
60;7023;2005;2006;3;6;2;175090,06
128;39290;2008;2009;2;15;3;230841,34
35;3675;2005;2005;2;5;2;155225,19
64;6400;1959;2000;2;4;1;168322,34
74;6882;1955;1955;2;6;0;165956,26
52;8741;1946;1950;4;8;0;193956,82
62;10042;1920;1995;2;4;1;171070,37
60;8172;1955;1955;2;4;1;166285,24
60;8172;1955;1955;3;5;2;182875,80
60;10890;1923;1950;6;12;0;218108,54
54;7223;1926;1950;3;6;1;174378,78
51;6821;1921;2005;2;8;1;164731,32
63;4000;1930;1995;2;5;1;156969,70
53;6720;1921;1950;3;7;1;173388,85
53;7155;1926;1991;3;6;1;177559,63
60;7230;1927;1992;4;8;2;194297,79
126;13108;1951;1951;2;7;2;174894,59
110;7810;1930;2003;4;7;1;196544,14
79;6221;1941;1950;3;5;2;179036,16
NA;25485;1960;1960;3;6;2;211423,99
NA;21579;1968;1968;3;7;2;208156,40
24;1782;1980;1980;2;5;2;159233,94
NA;17871;1995;1996;4;7;2;210820,12
35;3907;1988;1988;1;4;2;140196,11
NA;20693;1971;1971;3;7;2;198678,47
70;18044;1986;1986;2;6;2;186818,61
50;7000;1940;1950;3;6;2;175044,80
50;7288;1925;2003;3;6;0;180031,16
50;9060;1923;1999;3;6;NA;176889,17
46;3672;1922;1950;2;5;1;159638,86
64;11067;1939;1950;1;4;1;154287,26
75;8250;1895;2006;4;9;0;191885,62
65;6565;1957;1980;3;6;2;177503,38
60;6060;1930;2007;2;5;1;166548,32
59;5568;2006;2007;2;5;2;164475,15
NA;12150;1979;1979;2;5;2;167484,74
80;10000;2002;2002;3;6;3;188683,16
44;12864;2002;2002;1;4;2;162243,40
NA;9928;1991;1992;3;6;2;180807,21
NA;8750;1975;1975;3;4;1;176279,08
82;8410;1974;1974;2;5;2;163438,96
46;4054;1987;1987;2;5;2;161495,54
149;19958;1958;1995;4;7;2;216032,30
67;8368;2006;2007;3;7;2;176632,18
68;8298;2006;2007;2;6;2;168743,00
42;10331;1985;1985;3;6;2;183810,12
NA;6718;2001;2001;2;5;2;156794,36
80;11305;2002;2002;2;6;3;169136,43
NA;7777;1996;1996;3;7;2;183203,32
NA;11800;2003;2004;5;10;2;213252,93
85;12633;2006;2007;3;8;3;190550,33
200;43500;1953;1953;2;9;4;234707,21
62;6710;1996;1997;0;3;2;135751,32
21;1504;1972;1972;3;5;1;164228,46
NA;1533;1970;1970;2;4;1;153219,44
21;1495;1970;1970;3;5;0;164210,75
21;1890;1976;1976;3;6;1;163883,23
72;9129;1977;1977;1;4;2;154892,78
NA;15957;1977;1977;3;6;2;197092,09
61;33983;1977;1994;3;6;2;228148,38
68;8286;1977;1977;3;6;2;178680,59
50;6723;1971;1971;2;5;0;165643,34
124;27697;1961;1961;3;6;1;222406,64
NA;11000;1976;2003;3;6;2;184021,84
65;11625;1983;1983;2;4;1;170871,09
62;10447;1984;1984;3;5;1;189562,87
NA;11027;1954;1954;2;5;2;170591,88
85;10533;1956;1956;2;5;1;172934,35
NA;11765;1957;1957;3;7;3;186425,07
NA;39384;1957;1957;1;4;2;218648,13
90;11727;1969;1969;3;8;2;183035,61
60;8238;1997;1998;3;6;2;178378,91
NA;13041;1995;1995;3;7;2;184516,72
54;9783;1996;1996;3;7;2;181419,53
50;13128;2005;2005;4;7;2;196858,92
42;13751;2005;2006;3;9;3;189228,70
68;13108;1994;1994;4;9;2;208973,38
NA;8076;1993;1994;3;6;2;180269,87
30;3701;1987;1987;2;5;2;159488,71
59;16023;2005;2006;3;11;3;191490,30
60;18062;2006;2006;5;10;3;228684,25
63;12292;2006;2006;4;11;3;201843,00
82;16052;2006;2006;4;11;3;209242,82
92;15922;2005;2006;4;10;3;202357,62
60;8147;2005;2005;2;7;2;168238,61
90;18261;2005;2005;3;8;3;202524,12
NA;10464;1980;1980;2;5;2;170588,77
81;10530;1978;1978;4;8;2;198375,32
NA;9927;1976;1976;2;5;2;170636,83
75;9512;2005;2006;3;8;2;181991,08
81;10530;1975;2000;3;8;2;183994,54
80;10000;1974;1974;3;6;2;182951,48
60;7200;1971;1971;3;5;2;174126,30
26;8773;2002;2002;2;4;2;170575,50
24;2760;1973;1973;3;6;2;175332,24
24;2160;1973;1973;3;7;2;167522,06
21;1890;1972;1972;3;6;1;168095,58
21;1680;1972;1972;2;5;1;154406,42
21;1680;1972;1972;3;6;1;170996,97
53;4043;1975;1975;2;4;2;159056,89
65;7514;1967;1975;3;6;1;181373,62
24;2280;1976;1976;2;4;1;152272,56
24;2179;1976;1976;3;6;2;168664,35
72;16387;2006;2006;4;11;3;211007,01
110;16163;2004;2004;2;6;3;182909,52
108;12228;2006;2006;4;8;3;203926,83
120;14780;2005;2005;2;7;3;179082,83
120;13975;2005;2006;4;10;3;206260,10
82;9942;2005;2006;3;8;2;181732,44
103;12867;2005;2006;3;8;2;189698,74
82;10672;2006;2006;4;10;3;203074,35
82;11643;2005;2006;4;10;3;201670,63
121;13758;2005;2006;2;6;3;173756,81
131;14828;2004;2005;2;7;3;181387,08
NA;13215;2004;2004;3;9;3;184859,16
48;5911;2005;2005;2;6;2;158313,62
61;7740;2006;2006;1;6;3;151951,96
48;6373;2006;2006;2;6;2;162537,53
65;10237;2005;2006;3;8;2;178998,34
65;10237;2006;2006;3;8;2;186732,58
102;11660;2006;2006;3;6;2;187323,32
96;11631;2004;2005;4;9;3;199437,23
75;9073;2006;2006;3;8;2;185546,68
43;3087;2006;2006;2;6;2;161595,02
NA;2938;2002;2002;2;5;2;154672,42
NA;3072;2004;2004;2;7;2;159355,71
43;3010;2005;2006;2;6;2;155919,01
59;9171;2004;2005;3;7;2;182424,87
NA;8658;2000;2000;3;9;2;178100,59
NA;12104;2006;2006;4;8;3;202577,90
84;9660;1998;1998;3;7;3;177862,78
83;9545;2000;2000;3;7;3;182056,02
NA;9233;2000;2000;4;9;3;191403,20
83;10019;1995;1995;4;9;3;196264,75
114;17242;1993;1994;4;11;3;209375,00
NA;10236;1994;1995;4;9;3;196691,82
NA;12585;1993;1993;3;8;3;192458,43
75;12447;2005;2006;3;8;2;182242,81
49;15218;2006;2006;2;6;3;183259,50
85;10936;2006;2006;3;7;2;188108,24
72;8640;2006;2006;2;5;2;171418,64
100;13162;2006;2006;3;11;3;194698,88
65;8125;2005;2005;3;7;2;174841,84
74;7733;2005;2005;3;5;0;172965,48
91;11024;2005;2006;3;6;2;189386,32
63;13072;2005;2006;3;6;0;185682,62
65;7800;2005;2005;3;8;2;176412,01
74;7632;2005;2005;3;7;2;174976,49
70;8304;1997;1998;3;7;2;180718,58
70;9370;1992;1993;3;7;2;186131,19
50;7175;1990;1991;2;5;2;165220,79
50;7175;1991;1991;2;5;2;164115,89
NA;9019;1994;1994;3;6;2;182125,73
70;9100;1962;1962;3;6;2;182285,14
68;8927;1977;1977;4;10;2;196325,44
NA;9240;1962;2002;2;6;2;164865,22
NA;9308;1965;1965;3;5;1;182694,49
65;8450;1968;1968;3;5;1;185425,49
NA;8638;1963;1963;2;5;2;171414,70
NA;13052;1965;1965;3;5;1;183433,47
NA;8020;1964;1964;3;6;0;176844,98
NA;8789;1967;1967;3;6;1;180568,19
100;14330;1974;1974;3;9;2;185948,63
105;11025;1992;1993;3;9;3;189388,29
34;3628;2004;2004;1;5;2;142754,49
24;2544;2005;2005;2;4;2;156106,80
